Provider ID,Measure Name,Measure ID,Compared to National,Score
340113,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than National Benchmark,5.87
340113,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than National Benchmark,4
340113,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than National Benchmark,0.681
340113,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Better than the National Benchmark,0.382
340113,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Better than the National Benchmark,0.995
340113,MRSA Patient Days,HAI_5_DOPC_DAYS,Better than the National Benchmark,316493
340113,MRSA Predicted Cases,HAI_5_ELIGCASES,Better than the National Benchmark,26.794
340113,MRSA Observed Cases,HAI_5_NUMERATOR,Better than the National Benchmark,17
340113,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Better than the National Benchmark,0.634
340113,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
340113,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
340113,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,Not Available
340113,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available
340113,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,Not Available
340113,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
340114,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340114,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340114,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340114,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340114,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340114,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340114,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340114,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340114,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340114,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340114,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340114,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340114,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,0.225
340114,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,1.017
340114,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,514
340114,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,13.617
340114,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,7
340114,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0.514
340114,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than National Benchmark,0.014
340114,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than National Benchmark,1.332
340114,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than National Benchmark,456
340114,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than National Benchmark,3.703
340114,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than National Benchmark,1
340114,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than National Benchmark,0.27
340114,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.244
340114,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,1.474
340114,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than National Benchmark,121507
340114,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,7.52
340114,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,5
340114,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than National Benchmark,0.665
340114,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.683
340114,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.025
340114,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,106212
340114,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,110.594
340114,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,93
340114,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,0.841
340115,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340115,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340115,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340115,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340115,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340115,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340115,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340115,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340115,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340115,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340115,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340115,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340115,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,0.098
340115,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,1.926
340115,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,136
340115,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,3.43
340115,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,2
340115,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0.583
340115,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340115,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340115,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,95
340115,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.757
340115,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,2
340115,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340115,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.471
340115,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,2.415
340115,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than National Benchmark,111470
340115,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,5.168
340115,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,6
340115,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than National Benchmark,1.161
340115,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.999
340115,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.488
340115,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,105736
340115,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,79.162
340115,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,97
340115,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,1.225
340116,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340116,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340116,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340116,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340116,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340116,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340116,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340116,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340116,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340116,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340116,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340116,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340116,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,0.02
340116,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,1.931
340116,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,102
340116,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,2.554
340116,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,1
340116,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0.392
340116,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340116,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340116,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,97
340116,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.678
340116,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,0
340116,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340116,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.031
340116,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,3.022
340116,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than National Benchmark,36289
340116,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,1.632
340116,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,1
340116,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than National Benchmark,0.613
340116,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.487
340116,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.129
340116,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,35500
340116,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,29.02
340116,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,22
340116,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,0.758
340119,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340119,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340119,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340119,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340119,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340119,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340119,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340119,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340119,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340119,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340119,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340119,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340119,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
340119,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
340119,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,33
340119,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,0.834
340119,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,0
340119,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
340119,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340119,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340119,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,16
340119,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.129
340119,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,0
340119,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340119,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340119,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340119,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,13213
340119,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.454
340119,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,2
340119,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340119,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.108
340119,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.153
340119,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,12117
340119,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,7.08
340119,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,3
340119,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,0.424
340120,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340120,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340120,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340120,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340120,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340120,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340120,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340120,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340120,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340120,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340120,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340120,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340120,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
340120,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
340120,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,8
340120,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,0.219
340120,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,0
340120,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
340120,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340120,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340120,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,15
340120,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.133
340120,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,0
340120,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340120,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340120,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340120,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,10894
340120,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.455
340120,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,0
340120,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340120,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.011
340120,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.124
340120,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,9867
340120,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,4.389
340120,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,1
340120,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,0.228
340123,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340123,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340123,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340123,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340123,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340123,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340123,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340123,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340123,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340123,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340123,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340123,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340123,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,Not Available
340123,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,1.664
340123,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,66
340123,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,1.8
340123,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,0
340123,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0
340123,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340123,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340123,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,79
340123,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.671
340123,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,0
340123,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340123,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340123,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340123,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,17290
340123,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.786
340123,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,0
340123,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340123,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Better than the National Benchmark,0.115
340123,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Better than the National Benchmark,0.872
340123,C.diff Patient Days,HAI_6_DOPC_DAYS,Better than the National Benchmark,17290
340123,C.diff Predicted Cases,HAI_6_ELIGCASES,Better than the National Benchmark,11.071
340123,C.diff Observed Cases,HAI_6_NUMERATOR,Better than the National Benchmark,4
340123,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Better than the National Benchmark,0.361
340126,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340126,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340126,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340126,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340126,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340126,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340126,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340126,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340126,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340126,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340126,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340126,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340126,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,Not Available
340126,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,2.013
340126,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,56
340126,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,1.488
340126,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,0
340126,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0
340126,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340126,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340126,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,77
340126,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.599
340126,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,1
340126,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340126,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.653
340126,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,6.986
340126,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than National Benchmark,30123
340126,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,1.169
340126,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,3
340126,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than National Benchmark,2.567
340126,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.614
340126,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.396
340126,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,28032
340126,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,24.324
340126,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,23
340126,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,0.946
340127,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340127,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340127,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340127,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340127,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340127,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340127,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340127,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340127,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340127,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340127,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340127,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340127,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,Not Available
340127,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,2.856
340127,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,37
340127,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,1.049
340127,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,0
340127,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0
340127,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340127,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340127,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,7
340127,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.066
340127,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,0
340127,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340127,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340127,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340127,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,8970
340127,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.216
340127,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,0
340127,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340127,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Worse than the National Benchmark,1.445
340127,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Worse than the National Benchmark,4.331
340127,C.diff Patient Days,HAI_6_DOPC_DAYS,Worse than the National Benchmark,8505
340127,C.diff Predicted Cases,HAI_6_ELIGCASES,Worse than the National Benchmark,5.004
