id,provider_id,measure_name,measure_id,compared_to_national,score,n_score
562,340069,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.5,0.189636163
563,340069,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,15.1,0.113835907
564,340069,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2.1,0.115646259
565,340069,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Worse than the National Rate,12.1,0.082771896
566,340069,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.9,0.067622366
567,340069,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,18.5,0.114755119
568,340069,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.1,0.098409998
569,340069,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,6.33,0.042344837
570,340069,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,11.36,0.076776736
571,340069,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,1.88,0.013236364
572,340069,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Worse than the National Rate,2.01,0.012848389
573,340069,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.31,0.001404731
574,340069,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,135.3,0.916446432
575,340069,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.44,0.002039611
576,340069,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.28,0.0014699
577,340069,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
578,340069,Serious complications,PSI_90_SAFETY,Worse than the National Rate,1.12,0.008089054
579,340070,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.5,0.134509372
580,340070,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,16.8,0.126702997
582,340070,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Worse than the National Rate,10.6,0.072459783
583,340070,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,Worse than the National Rate,14.8,0.084185276
584,340070,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,19.3,0.119733649
585,340070,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.2,0.09906432
586,340070,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,2.21,0.014520159
587,340070,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,12.37,0.083639081
588,340070,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.14,0.015127273
589,340070,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.41,0.008895039
590,340070,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.15,0.000505703
591,340070,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,151.83,1.028461069
592,340070,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.31,0.00134185
593,340070,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.13,0.000467696
594,340070,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
595,340070,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.67,0.004749536
596,340071,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.7,0.14553473
597,340071,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.7,0.110808356
599,340071,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.9,0.047023237
600,340071,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.5,0.071049175
601,340071,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.8,0.104175742
602,340071,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.5,0.087940849
603,340071,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.47,0.029783211
604,340071,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,8.79,0.059315124
605,340071,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.28,0.016145455
606,340071,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.12,0.006984252
607,340071,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.19,0.00073046
609,340071,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.35,0.001556546
610,340071,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.13,0.000467696
611,340071,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
612,340071,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.73,0.005194805
613,340073,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.6,0.195148842
614,340073,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.2,0.107023918
616,340073,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.8,0.053210505
617,340073,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.1,0.074475984
618,340073,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.8,0.104175742
619,340073,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,17.2,0.112150756
620,340073,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.95,0.026271358
621,340073,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,8.93,0.060266341
622,340073,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,1.99,0.014036364
623,340073,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.13,0.007050142
624,340073,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.15,0.000505703
625,340073,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,137.56,0.931761198
626,340073,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.31,0.00134185
627,340073,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.12,0.000400882
628,340073,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
629,340073,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.68,0.004823748
630,340075,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.9,0.156560088
631,340075,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.7,0.103239479
633,340075,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.9,0.053897979
634,340075,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.7,0.066480096
635,340075,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,18.6,0.115377435
636,340075,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.6,0.095138389
637,340075,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.66,0.031066388
638,340075,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.3,0.062780269
639,340075,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,3.19,0.022763636
640,340075,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.52,0.009619819
641,340075,Pressure sores,PSI_3_ULCER,No Different than the National Rate,1.24,0.006630331
642,340075,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,113.48,0.768584401
643,340075,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.39,0.001771241
644,340075,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.21,0.001002205
645,340075,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
646,340075,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.94,0.006753247
652,340084,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.8,0.09795258
657,340084,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.41,0.008895039
658,340084,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.46,0.00224757
660,340084,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.41,0.001878589
661,340084,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.17,0.00073495
663,340084,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.9,0.006456401
664,340085,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.3,0.178610805
667,340085,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.2,0.055960401
668,340085,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.8,0.072762579
669,340085,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,18.6,0.115377435
670,340085,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,18.6,0.121311261
671,340085,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,7.41,0.049638684
672,340085,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.69,0.065430086
673,340085,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.25,0.015927273
674,340085,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,2.04,0.013046057
675,340085,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.35,0.001629488
677,340085,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.51,0.002415329
678,340085,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.16,0.000668137
679,340085,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
680,340085,Serious complications,PSI_90_SAFETY,No Different than the National Rate,1.18,0.008534323
684,340087,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7,0.047710711
685,340087,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13,0.073904849
686,340087,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,14.6,0.090484784
687,340087,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,12.5,0.081397631
688,340087,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.64,0.037684879
690,340087,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.28,0.016145455
691,340087,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.35,0.008499703
692,340087,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.34,0.001573299
694,340087,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.51,0.002415329
695,340087,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.16,0.000668137
696,340087,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
697,340087,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.92,0.006604824
698,340090,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.5,0.189636163
699,340090,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,12,0.090372389
701,340090,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.8,0.046335762
702,340090,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,10.3,0.058484208
703,340090,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17,0.105420375
704,340090,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.4,0.093829745
705,340090,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.97,0.039913554
706,340090,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,7.68,0.051773339
707,340090,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.11,0.014909091
708,340090,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.19,0.007445477
709,340090,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.14,0.000449514
710,340090,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,141.25,0.95676628
711,340090,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.5,0.002361655
712,340090,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.11,0.000334068
713,340090,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
714,340090,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.86,0.006159555
715,340091,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Better than the National Rate,1.9,0.101433297
716,340091,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,11.4,0.085831063
717,340091,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2.6,0.14399093
718,340091,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.4,0.050460608
719,340091,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.2,0.063624422
720,340091,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.2,0.106665007
721,340091,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.5,0.094484067
722,340091,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Better than the National Rate,2.72,0.017964476
723,340091,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,6.2,0.041717625
724,340091,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,1.79,0.012581818
725,340091,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Better than the National Rate,0.86,0.005271134
726,340091,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.15,0.000505703
727,340091,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,147.24,0.997357186
728,340091,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.62,0.003005743
729,340091,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.12,0.000400882
730,340091,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
731,340091,Serious complications,PSI_90_SAFETY,Better than the National Rate,0.59,0.004155844
732,340096,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3,0.162072767
735,340096,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.8,0.053210505
736,340096,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.9,0.079045063
737,340096,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.6,0.10293111
738,340096,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.6,0.095138389
739,340096,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.81,0.025325859
741,340096,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.27,0.016072727
742,340096,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.57,0.009949265
743,340096,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.33,0.00151711
745,340096,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.44,0.002039611
746,340096,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.15,0.000601323
747,340096,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
748,340096,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.83,0.00593692
749,340097,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.6,0.140022051
750,340097,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.1,0.10626703
752,340097,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.5,0.058022824
753,340097,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.5,0.065337826
754,340097,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,14.9,0.092351733
755,340097,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.3,0.086632206
756,340097,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.44,0.022827041
757,340097,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.66,0.065226254
758,340097,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.27,0.016072727
759,340097,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.18,0.007379588
760,340097,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.31,0.001404731
762,340097,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.37,0.001663894
763,340097,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.15,0.000601323
764,340097,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
765,340097,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.7,0.004972171
766,340098,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.6,0.195148842
767,340098,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.7,0.103239479
768,340098,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,3.6,0.200680272
769,340098,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.7,0.059397773
770,340098,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.2,0.075047119
771,340098,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.4,0.101686477
772,340098,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.2,0.092521102
773,340098,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.43,0.029513068
774,340098,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.89,0.066788966
775,340098,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,1.96,0.013818182
776,340098,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,0.85,0.005205245
777,340098,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.32,0.00146092
778,340098,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,148.13,1.003388223
779,340098,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.36,0.00161022
780,340098,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.18,0.000801764
781,340098,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
782,340098,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.69,0.004897959
783,340099,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.5,0.134509372
784,340099,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.3,0.100211929
786,340099,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.6,0.058710298
787,340099,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.7,0.066480096
788,340099,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,18.9,0.117244384
789,340099,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.7,0.089249493
790,340099,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.44,0.036334166
791,340099,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,11.07,0.07480636
792,340099,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.21,0.015636364
793,340099,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.12,0.006984252
794,340099,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.29,0.001292353
796,340099,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.43,0.001985937
797,340099,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
798,340099,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
799,340099,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.83,0.00593692
801,340106,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.5,0.101725704
803,340106,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.4,0.050460608
804,340106,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.8,0.067051231
805,340106,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.4,0.101686477
806,340106,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.2,0.09906432
807,340106,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.59,0.030593638
810,340106,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.5,0.009488041
811,340106,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.29,0.001292353
813,340106,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.39,0.001771241
814,340106,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.16,0.000668137
815,340106,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
816,340106,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.86,0.006159555
817,340107,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3,0.162072767
818,340107,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.7,0.103239479
820,340107,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,9.2,0.062835144
821,340107,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.1,0.063053287
822,340107,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,18.2,0.11288817
823,340107,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.7,0.089249493
824,340107,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.95,0.033024921
825,340107,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,14.63,0.098994429
826,340107,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.23,0.015781818
827,340107,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,0.93,0.005732358
828,340107,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.29,0.001292353
829,340107,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,135.08,0.914955614
830,340107,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.49,0.002307981
831,340107,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
832,340107,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
833,340107,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.8,0.005714286
834,340109,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.9,0.156560088
835,340109,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,15.3,0.115349682
837,340109,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,9.6,0.065585041
838,340109,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.3,0.064195557
839,340109,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,19.4,0.120355965
840,340109,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.6,0.088595171
841,340109,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.33,0.022084149
842,340109,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,8.67,0.058499796
843,340109,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.11,0.014909091
844,340109,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.13,0.007050142
845,340109,Pressure sores,PSI_3_ULCER,No Different than the National Rate,1.24,0.006630331
846,340109,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,135.96,0.920918886
847,340109,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.39,0.001771241
848,340109,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.12,0.000400882
849,340109,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
850,340109,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.75,0.005343228
851,340113,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.1,0.112458655
852,340113,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,15.4,0.11610657
853,340113,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2.9,0.160997732
854,340113,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.7,0.059397773
855,340113,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.4,0.07047804
856,340113,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.3,0.107287323
857,340113,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,16.9,0.11018779
858,340113,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.87,0.032484636
